Deformation[in],Force[kip]
-0.224195569,-62.52150301
-0.224195569,-64.82410842
-0.224195569,-69.14149356
-0.224195569,-70.58062194
-0.224195569,-74.89800708
-0.224195569,-76.43307736
-0.224195569,-80.36669493
-0.224195569,-82.09364899
-0.224195569,-83.82060305
-0.222057753,-86.00780601
-0.234884646,-86.98804636
-0.213506491,74.77270542
-0.213506491,66.80952838
-0.202817414,49.73323247
-0.189456067,81.25184511
-0.192128337,79.28469611
-0.192128337,77.74962583
-0.192128337,-61.84582713
-0.192128337,-64.43625821
-0.192128337,-68.46581768
-0.192128337,-70.19277174
-0.192128337,-74.89392445
-0.192128337,-76.33305283
-0.192128337,-80.3626123
-0.192128337,-82.08956636
-0.192128337,-83.81652041
-0.194266152,-86.00426773
-0.181439259,75.06461373
-0.181439259,67.19737858
-0.170750182,51.46426916
-0.160061105,81.97515172
-0.160061105,80.24819766
-0.160061105,77.94559225
-0.16362413,-51.1926481
-0.165405643,-53.59142222
-0.165405643,-55.31837627
-0.165405643,-57.04533033
-0.160061105,-59.05942963
-0.160061105,-60.78638368
-0.165405643,-61.79445399
-0.160061105,-64.04840801
-0.160061105,-68.17390937
-0.160061105,-69.99680532
-0.162733374,-75.46583339
-0.157388835,-80.50210228
-0.160061105,-82.46925129
-0.160061105,-84.19620535
-0.160061105,-85.73127562
-0.149372027,75.06869637
-0.149372027,67.58522879
-0.154716566,-45.24311673
-0.160061105,-46.97075122
-0.160061105,-48.69770528
-0.13868295,52.76356734
-0.142245976,-39.86878308
-0.144027489,-41.93176057
-0.149372027,-43.51548223
-0.127993873,81.97923435
-0.127993873,80.2522803
-0.127993873,77.94967489
-0.131556898,-35.26221138
-0.133338411,-37.18127604
-0.133338411,-58.04863756
-0.127993873,-60.97418483
-0.127993873,-63.37273213
-0.127993873,-67.69011728
-0.127993873,-69.51301323
-0.127993873,-74.02228215
-0.127993873,-75.74923621
-0.127993873,-79.77879568
-0.127993873,-81.50574974
-0.127993873,-83.1367619
-0.127993873,-85.5353092
-0.117304795,75.26466279
-0.117304795,67.97307899
-0.122649334,-30.84775028
-0.122649334,-32.57470434
-0.122649334,-55.88858411
-0.103943449,54.20711857
-0.111960257,-25.66552723
-0.111960257,-27.39248129
-0.117304795,-29.12011579
-0.104477902,-53.75636062
-0.095926641,81.98331699
-0.095926641,80.25636293
-0.095926641,77.95375752
-0.101271179,-22.21025824
-0.101271179,-23.79329946
-0.093788825,-59.62664353
-0.095926641,-62.72104173
-0.095926641,-67.39820897
-0.095926641,-69.55690154
-0.098064456,-74.93951386
-0.095926641,-78.19167183
